"virus","animal","cors","corsCI1","corsCI2","pval","commonName","bootCI1","bootCI2"
"SARS-CoV-2","Felis.catus",-0.121661283123625,-0.493088372488163,0.287279766542697,0.562371726158632,"Domestic cat",-0.294058700015999,0.089001976910109
"Influenza A virus H3N2","Felis.catus",-0.0958479617314737,-0.473062793966028,0.311063694071037,0.648565228262037,"Domestic cat",-0.203962124149339,0
"Bamboo rat coronavirus","Felis.catus",-0.0151033654050475,-0.407800589226691,0.382309079914839,0.942876875908575,"Domestic cat",-0.217359871782016,0.446237292774316
"Raccoon dog amdovirus","Felis.catus",NA,NA,NA,NA,"Domestic cat",0,0
"Civet kobuvirus","Felis.catus",NA,NA,NA,NA,"Domestic cat",0,0
"SARS-CoV-2","Oryctolagus.cuniculus",-0.116047496690766,-0.488766519113198,0.292495475470575,0.580671893645242,"Rabbit",-0.322498011390177,0.178624127604867
"Influenza A virus H3N2","Oryctolagus.cuniculus",-0.123291950086877,-0.494340338020011,0.285760172416641,0.557105161503144,"Rabbit",-0.251632391559221,0
"Bamboo rat coronavirus","Oryctolagus.cuniculus",0.636243777713368,0.322084881503678,0.824176942751737,0.000628848643291188,"Rabbit",0.114859704328273,0.92698811272008
"Raccoon dog amdovirus","Oryctolagus.cuniculus",NA,NA,NA,NA,"Rabbit",0,0
"Civet kobuvirus","Oryctolagus.cuniculus",NA,NA,NA,NA,"Rabbit",0,0
"SARS-CoV-2","Salmo.salar",-0.12605594576663,-0.496458921137719,0.283179739111214,0.548229856061539,"Atlantic salmon",-0.402052395625904,0.317007040772835
"Influenza A virus H3N2","Salmo.salar",0.242335241052575,-0.168975789376639,0.581760192015466,0.243153160549156,"Atlantic salmon",0,0.515349327948715
"Bamboo rat coronavirus","Salmo.salar",0.454910749381622,0.0728799745300206,0.720527363740002,0.0223234298258318,"Atlantic salmon",-0.0319771615564869,0.754576970818753
"Raccoon dog amdovirus","Salmo.salar",NA,NA,NA,NA,"Atlantic salmon",0,0
"Civet kobuvirus","Salmo.salar",NA,NA,NA,NA,"Atlantic salmon",0,0
"SARS-CoV-2","Canis.lupus",-0.149481175996937,-0.514238752391205,0.261069708900581,0.475744370590434,"Dog",-0.361864036058336,0.161127613434371
"Influenza A virus H3N2","Canis.lupus",-0.137063379161975,-0.5048524888543,0.272844209825317,0.51354635459782,"Dog",-0.273018427291806,0
"Bamboo rat coronavirus","Canis.lupus",0.444445083047729,0.0598192877985997,0.714159573161706,0.0260206869024338,"Dog",-0.163663373331664,0.831984891052385
"Raccoon dog amdovirus","Canis.lupus",NA,NA,NA,NA,"Dog",0,0
"Civet kobuvirus","Canis.lupus",NA,NA,NA,NA,"Dog",0,0
"SARS-CoV-2","Buteo.buteo",NA,NA,NA,NA,"Common buzzard",0,0
"Influenza A virus H3N2","Buteo.buteo",NA,NA,NA,NA,"Common buzzard",0,0
"Bamboo rat coronavirus","Buteo.buteo",NA,NA,NA,NA,"Common buzzard",0,0
"Raccoon dog amdovirus","Buteo.buteo",NA,NA,NA,NA,"Common buzzard",0,0
"Civet kobuvirus","Buteo.buteo",NA,NA,NA,NA,"Common buzzard",0,0
"SARS-CoV-2","Monopterus.albus",-0.278598043677545,-0.6069177956201,0.130947959417638,0.177480187776773,"Swamp eel",-0.635463243262439,0.228273104370452
"Influenza A virus H3N2","Monopterus.albus",-0.1254729039306,-0.496012390626424,0.283724553539585,0.550096590127433,"Swamp eel",-0.26953768438406,0
"Bamboo rat coronavirus","Monopterus.albus",-0.112128154599041,-0.485738274135098,0.296122541774245,0.593600438387092,"Swamp eel",-0.328915698564638,0.236101374882166
"Raccoon dog amdovirus","Monopterus.albus",NA,NA,NA,NA,"Swamp eel",0,0
"Civet kobuvirus","Monopterus.albus",NA,NA,NA,NA,"Swamp eel",0,0
"SARS-CoV-2","Coturnix.japonica",-0.0913151612184225,-0.46950562030689,0.315188181552406,0.664208730331968,"Japanese quail",-0.315357477852144,0.316084584604556
"Influenza A virus H3N2","Coturnix.japonica",0.223157639334452,-0.188603666603372,0.568187743681096,0.283603781908638,"Japanese quail",0,0.507645552756702
"Bamboo rat coronavirus","Coturnix.japonica",0.483681907324827,0.109473287917719,0.737805198106833,0.0142993515472066,"Japanese quail",0.195738898156961,0.837307621502358
"Raccoon dog amdovirus","Coturnix.japonica",NA,NA,NA,NA,"Japanese quail",0,0
"Civet kobuvirus","Coturnix.japonica",NA,NA,NA,NA,"Japanese quail",0,0
"SARS-CoV-2","Ictalurus.punctatus",-0.0175733204100647,-0.409858261004145,0.380197579820878,0.933553908504482,"Channel catfish",-0.370116808225169,0.495846574741866
"Influenza A virus H3N2","Ictalurus.punctatus",0.632600361603684,0.316609043290683,0.822211352315834,0.000690694016890293,"Channel catfish",0,0.853524874531301
"Bamboo rat coronavirus","Ictalurus.punctatus",0.0965892214169769,-0.310387745422576,0.473643339371579,0.646020502256458,"Channel catfish",-0.424883820682458,0.45810138410719
"Raccoon dog amdovirus","Ictalurus.punctatus",NA,NA,NA,NA,"Channel catfish",0,0
"Civet kobuvirus","Ictalurus.punctatus",NA,NA,NA,NA,"Channel catfish",0,0
"SARS-CoV-2","Muntiacus.reevesi",NA,NA,NA,NA,"Reeves' muntjac",0,0
"Influenza A virus H3N2","Muntiacus.reevesi",NA,NA,NA,NA,"Reeves' muntjac",0,0
"Bamboo rat coronavirus","Muntiacus.reevesi",NA,NA,NA,NA,"Reeves' muntjac",0,0
"Raccoon dog amdovirus","Muntiacus.reevesi",NA,NA,NA,NA,"Reeves' muntjac",0,0
"Civet kobuvirus","Muntiacus.reevesi",NA,NA,NA,NA,"Reeves' muntjac",0,0
"SARS-CoV-2","Polyodon.spathula",-0.0903163446251562,-0.468720131900955,0.316094965122742,0.667674542200234,"Mississippi paddlefish",-0.233883254153629,0.0265280577641741
"Influenza A virus H3N2","Polyodon.spathula",-0.0566462544165958,-0.441886545640762,0.346234297716896,0.78797072908406,"Mississippi paddlefish",-0.128697890417557,0
"Bamboo rat coronavirus","Polyodon.spathula",0.113609617672678,-0.29475293806803,0.486883968706197,0.588699163191239,"Mississippi paddlefish",-0.162325209151855,0.811542543878569
"Raccoon dog amdovirus","Polyodon.spathula",NA,NA,NA,NA,"Mississippi paddlefish",0,0
"Civet kobuvirus","Polyodon.spathula",NA,NA,NA,NA,"Mississippi paddlefish",0,0
"SARS-CoV-2","Hemiechinus.auritus",NA,NA,NA,NA,"Long-eared hedgehog",0,0
"Influenza A virus H3N2","Hemiechinus.auritus",NA,NA,NA,NA,"Long-eared hedgehog",0,0
"Bamboo rat coronavirus","Hemiechinus.auritus",NA,NA,NA,NA,"Long-eared hedgehog",0,0
"Raccoon dog amdovirus","Hemiechinus.auritus",NA,NA,NA,NA,"Long-eared hedgehog",0,0
"Civet kobuvirus","Hemiechinus.auritus",NA,NA,NA,NA,"Long-eared hedgehog",0,0
"SARS-CoV-2","Bubalus.carabanensis",-0.0324040211549884,-0.422130038667194,0.367431406882655,0.877794835932189,"Carabao",-0.360804808182695,0.318092141344327
"Influenza A virus H3N2","Bubalus.carabanensis",0.716066392849539,0.447571298090937,0.86613351250087,5.69209735482331e-05,"Carabao",0,1
"Bamboo rat coronavirus","Bubalus.carabanensis",0.149246680948876,-0.261293193542,0.51406230993225,0.476444749077234,"Carabao",-0.111030935552939,0.672445680870215
"Raccoon dog amdovirus","Bubalus.carabanensis",NA,NA,NA,NA,"Carabao",0,0
"Civet kobuvirus","Bubalus.carabanensis",NA,NA,NA,NA,"Carabao",0,0
"SARS-CoV-2","Bos.taurus",-0.147586749587116,-0.512812434810629,0.262873927481179,0.481417583962405,"Cattle",-0.503981801135891,0.368975689850132
"Influenza A virus H3N2","Bos.taurus",0.39541086203127,0.000331804007686625,0.683718268535083,0.0504170421618843,"Cattle",0,0.696987416130514
"Bamboo rat coronavirus","Bos.taurus",0.205304098395727,-0.206585421468186,0.555381354828037,0.324866586673863,"Cattle",-0.0309139214923325,0.477135046765009
"Raccoon dog amdovirus","Bos.taurus",NA,NA,NA,NA,"Cattle",0,0
"Civet kobuvirus","Bos.taurus",NA,NA,NA,NA,"Cattle",0,0
"SARS-CoV-2","Lates.calcarifer",0.134783870656932,-0.274992371629951,0.503119972237364,0.520640303564294,"Barramundi perch",0,0.409429210107312
"Influenza A virus H3N2","Lates.calcarifer",1,1,1,0,"Barramundi perch",0,1
"Bamboo rat coronavirus","Lates.calcarifer",0.114354487713337,-0.294063675744317,0.48745953168011,0.586241441482601,"Barramundi perch",0,0.51793183084706
"Raccoon dog amdovirus","Lates.calcarifer",NA,NA,NA,NA,"Barramundi perch",0,0
"Civet kobuvirus","Lates.calcarifer",NA,NA,NA,NA,"Barramundi perch",0,0
"SARS-CoV-2","Cygnus.columbianus",-0.0437033951160705,-0.431384897130415,0.357602789517773,0.835675276453804,"Tundra swan",-0.13129985772289,0.0455766814945856
"Influenza A virus H3N2","Cygnus.columbianus",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Tundra swan",-0.108893101296094,0
"Bamboo rat coronavirus","Cygnus.columbianus",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Tundra swan",-0.206572559276902,0
"Raccoon dog amdovirus","Cygnus.columbianus",NA,NA,NA,NA,"Tundra swan",0,0
"Civet kobuvirus","Cygnus.columbianus",NA,NA,NA,NA,"Tundra swan",0,0
"SARS-CoV-2","Podiceps.cristatus",NA,NA,NA,NA,"Great crested grebe",0,0
"Influenza A virus H3N2","Podiceps.cristatus",NA,NA,NA,NA,"Great crested grebe",0,0
"Bamboo rat coronavirus","Podiceps.cristatus",NA,NA,NA,NA,"Great crested grebe",0,0
"Raccoon dog amdovirus","Podiceps.cristatus",NA,NA,NA,NA,"Great crested grebe",0,0
"Civet kobuvirus","Podiceps.cristatus",NA,NA,NA,NA,"Great crested grebe",0,0
"SARS-CoV-2","Vulpes.vulpes",NA,NA,NA,NA,"Red fox",0,0
"Influenza A virus H3N2","Vulpes.vulpes",NA,NA,NA,NA,"Red fox",0,0
"Bamboo rat coronavirus","Vulpes.vulpes",NA,NA,NA,NA,"Red fox",0,0
"Raccoon dog amdovirus","Vulpes.vulpes",NA,NA,NA,NA,"Red fox",0,0
"Civet kobuvirus","Vulpes.vulpes",NA,NA,NA,NA,"Red fox",0,0
"SARS-CoV-2","Plectropomus.leopardus",NA,NA,NA,NA,"Leopard coralgrouper",0,0
"Influenza A virus H3N2","Plectropomus.leopardus",NA,NA,NA,NA,"Leopard coralgrouper",0,0
"Bamboo rat coronavirus","Plectropomus.leopardus",NA,NA,NA,NA,"Leopard coralgrouper",0,0
"Raccoon dog amdovirus","Plectropomus.leopardus",NA,NA,NA,NA,"Leopard coralgrouper",0,0
"Civet kobuvirus","Plectropomus.leopardus",NA,NA,NA,NA,"Leopard coralgrouper",0,0
"SARS-CoV-2","Hemibarbus.barbus",-0.0810867846959497,-0.461433405993112,0.324439108761835,0.700005715298245,"Barbel steed",-0.231229715077045,0.175600210740377
"Influenza A virus H3N2","Hemibarbus.barbus",-0.0566594252604445,-0.441897178762244,0.34622266839209,0.787922529963167,"Barbel steed",-0.128697890417557,0
"Bamboo rat coronavirus","Hemibarbus.barbus",0.371081795104908,-0.0281811964862586,0.668232511656224,0.0678121341450971,"Barbel steed",-0.165892684930283,0.8555073604477
"Raccoon dog amdovirus","Hemibarbus.barbus",NA,NA,NA,NA,"Barbel steed",0,0
"Civet kobuvirus","Hemibarbus.barbus",NA,NA,NA,NA,"Barbel steed",0,0
"SARS-CoV-2","Coilia.nasus",0.346430877607686,-0.0564235957603712,0.652274787262777,0.0897970724327444,"Japanese grenadier anchovy",-0.0525764625660488,0.757831799488179
"Influenza A virus H3N2","Coilia.nasus",0.448030250275086,0.0642786368695229,0.716345991590636,0.0247023410899332,"Japanese grenadier anchovy",0,1
"Bamboo rat coronavirus","Coilia.nasus",-0.0674154426784604,-0.450544764055675,0.336684019566686,0.748828409314026,"Japanese grenadier anchovy",-0.238273995159223,0.307172156124084
"Raccoon dog amdovirus","Coilia.nasus",NA,NA,NA,NA,"Japanese grenadier anchovy",0,0
"Civet kobuvirus","Coilia.nasus",NA,NA,NA,NA,"Japanese grenadier anchovy",0,0
"SARS-CoV-2","Reinhardtius.hippoglossoides",0.0282157165046516,-0.371052004481983,0.418678806529546,0.893495765000669,"Greenland flounder",-0.0479013308482144,0.188370543601013
"Influenza A virus H3N2","Reinhardtius.hippoglossoides",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Greenland flounder",-0.108893101296094,0
"Bamboo rat coronavirus","Reinhardtius.hippoglossoides",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Greenland flounder",-0.196120849077532,0
"Raccoon dog amdovirus","Reinhardtius.hippoglossoides",NA,NA,NA,NA,"Greenland flounder",0,0
"Civet kobuvirus","Reinhardtius.hippoglossoides",NA,NA,NA,NA,"Greenland flounder",0,0
"SARS-CoV-2","Naja.atra",-0.0126035637468952,-0.405713983558296,0.384441877664417,0.952319937158223,"Chinese cobra",-0.0976402733458321,0.100220448990973
"Influenza A virus H3N2","Naja.atra",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Chinese cobra",-0.108893101296094,0
"Bamboo rat coronavirus","Naja.atra",0.229637641106655,-0.182008114778545,0.572794891333591,0.269487318484944,"Chinese cobra",0,0.728347172662893
"Raccoon dog amdovirus","Naja.atra",NA,NA,NA,NA,"Chinese cobra",0,0
"Civet kobuvirus","Naja.atra",NA,NA,NA,NA,"Chinese cobra",0,0
"SARS-CoV-2","Takifugu.obscurus",-0.113073858351296,-0.48646978559388,0.295248438080675,0.590469657195155,"Mefugu",-0.245055516421784,0
"Influenza A virus H3N2","Takifugu.obscurus",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Mefugu",-0.108893101296094,0
"Bamboo rat coronavirus","Takifugu.obscurus",0.453231891027862,0.0707759727749054,0.719508877344024,0.0228860058673646,"Mefugu",0,0.891764050016359
"Raccoon dog amdovirus","Takifugu.obscurus",NA,NA,NA,NA,"Mefugu",0,0
"Civet kobuvirus","Takifugu.obscurus",NA,NA,NA,NA,"Mefugu",0,0
"SARS-CoV-2","Rattus.tanezumi",0.127057798722054,-0.282242955853841,0.497225746301163,0.545029045308277,"Asian house rat",-0.0661673368293459,0.449371932918971
"Influenza A virus H3N2","Rattus.tanezumi",0.957623034901588,0.904890404257624,0.981403969268898,6.31656925377565e-14,"Asian house rat",0,1
"Bamboo rat coronavirus","Rattus.tanezumi",0.177080815182944,-0.234454918032166,0.53479224612241,0.397108545445856,"Asian house rat",0,0.742365930831433
"Raccoon dog amdovirus","Rattus.tanezumi",NA,NA,NA,NA,"Asian house rat",0,0
"Civet kobuvirus","Rattus.tanezumi",NA,NA,NA,NA,"Asian house rat",0,0
"SARS-CoV-2","Larimichthys.crocea",-0.146327665772799,-0.511863351340168,0.264071471018521,0.48520705418218,"Large yellow croaker",-0.465757023780451,0.361490382169914
"Influenza A virus H3N2","Larimichthys.crocea",0.0669136604133185,-0.337130861958458,0.450142935367361,0.75063967694594,"Large yellow croaker",-0.00782122128925263,0.200161803127593
"Bamboo rat coronavirus","Larimichthys.crocea",0.286870895001102,-0.122100257800482,0.612566435971587,0.164423467339,"Large yellow croaker",0.00851245320286832,0.597126887304855
"Raccoon dog amdovirus","Larimichthys.crocea",NA,NA,NA,NA,"Large yellow croaker",0,0
"Civet kobuvirus","Larimichthys.crocea",NA,NA,NA,NA,"Large yellow croaker",0,0
"SARS-CoV-2","Sus.scrofa",-0.170850276433968,-0.530189054151056,0.240517533700581,0.414187692264736,"Wild boar",-0.534456193649257,0.338383468485644
"Influenza A virus H3N2","Sus.scrofa",0.139656825216298,-0.270395219069961,0.506820013601514,0.505532935643334,"Wild boar",0,0.327245949821051
"Bamboo rat coronavirus","Sus.scrofa",0.312046758487651,-0.094769106273169,0.629554070846472,0.128871830471327,"Wild boar",0.10328040801379,0.53546751826069
"Raccoon dog amdovirus","Sus.scrofa",NA,NA,NA,NA,"Wild boar",0,0
"Civet kobuvirus","Sus.scrofa",NA,NA,NA,NA,"Wild boar",0,0
"SARS-CoV-2","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat",0,0
"Influenza A virus H3N2","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat",0,0
"Bamboo rat coronavirus","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat",0,0
"Raccoon dog amdovirus","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat",0,0
"Civet kobuvirus","Rattus.exulans",NA,NA,NA,NA,"Polynesian rat",0,0
"SARS-CoV-2","Homo.sapiens",0.183391952603894,-0.228281065838113,0.539433439873425,0.380220008045649,"Human",-0.153078748045394,0.567920176143498
"Influenza A virus H3N2","Homo.sapiens",0.0789015720131529,-0.326405490914736,0.459700637276869,0.707737911674527,"Human",0,0.205514167566064
"Bamboo rat coronavirus","Homo.sapiens",0.0750842221074159,-0.329832169172012,0.456666689611216,0.721312593682579,"Human",-0.265626311244406,0.341212026772051
"Raccoon dog amdovirus","Homo.sapiens",NA,NA,NA,NA,"Human",0,0
"Civet kobuvirus","Homo.sapiens",NA,NA,NA,NA,"Human",0,0
"SARS-CoV-2","Scophthalmus.maximus",-0.0335367972369988,-0.423061527965307,0.366450087316788,0.873555784078533,"Turbot",-0.277376155224147,0.3768817093902
"Influenza A virus H3N2","Scophthalmus.maximus",0.214577434829505,-0.197280087932997,0.562053930836773,0.303000747108125,"Turbot",0,0.522890453546485
"Bamboo rat coronavirus","Scophthalmus.maximus",0.002456716813708,-0.393055730867908,0.397202041738216,0.990701116744073,"Turbot",-0.255282846031506,0.497948232598774
"Raccoon dog amdovirus","Scophthalmus.maximus",NA,NA,NA,NA,"Turbot",0,0
"Civet kobuvirus","Scophthalmus.maximus",NA,NA,NA,NA,"Turbot",0,0
"SARS-CoV-2","Oryzias.sinensis",0.451207204482903,0.068243086346864,0.71827906735761,0.023579683617195,"Chinese medaka",0,0.833263132225934
"Influenza A virus H3N2","Oryzias.sinensis",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Chinese medaka",-0.108893101296094,0
"Bamboo rat coronavirus","Oryzias.sinensis",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Chinese medaka",-0.194480090799224,0
"Raccoon dog amdovirus","Oryzias.sinensis",NA,NA,NA,NA,"Chinese medaka",0,0
"Civet kobuvirus","Oryzias.sinensis",NA,NA,NA,NA,"Chinese medaka",0,0
"SARS-CoV-2","Nyctereutes.procyonoides",-0.113073858351296,-0.48646978559388,0.295248438080675,0.590469657195155,"Raccoon dog",-0.250797235267104,0
"Influenza A virus H3N2","Nyctereutes.procyonoides",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Raccoon dog",-0.108893101296094,0
"Bamboo rat coronavirus","Nyctereutes.procyonoides",0.453231891027862,0.0707759727749053,0.719508877344024,0.0228860058673646,"Raccoon dog",0,0.896108314218535
"Raccoon dog amdovirus","Nyctereutes.procyonoides",NA,NA,NA,NA,"Raccoon dog",0,0
"Civet kobuvirus","Nyctereutes.procyonoides",NA,NA,NA,NA,"Raccoon dog",0,0
"SARS-CoV-2","Columba.livia",-0.353743097856844,-0.657036791919094,0.0481127526439369,0.0827833146944249,"Rock pigeon",-0.578811812152492,-0.0222620173173187
"Influenza A virus H3N2","Columba.livia",0.110704384626796,-0.297437228431152,0.484635985716508,0.598327189469207,"Rock pigeon",0,0.294842340016732
"Bamboo rat coronavirus","Columba.livia",0.500325215940941,0.131114949799615,0.747650193127289,0.0108625984363379,"Rock pigeon",0.242034157043515,0.750154257332648
"Raccoon dog amdovirus","Columba.livia",NA,NA,NA,NA,"Rock pigeon",0,0
"Civet kobuvirus","Columba.livia",NA,NA,NA,NA,"Rock pigeon",0,0
"SARS-CoV-2","Rattus.tunneyi",NA,NA,NA,NA,"Tunney's rat",0,0
