"virus","animal","cors","corsCI1","corsCI2","pval","commonName","bootCI1","bootCI2"
"Civet kobuvirus","Harpadon.nehereus",-0.060012674723294,-0.213664089212238,0.0965362608502788,0.452389167310384,"Bombay duck fish",-0.0903630208997081,-0.0343983136138105
"SARS-CoV-2","Channa.argus",0.440635393696338,0.305972930841462,0.558012086456172,6.15297586836668e-09,"Northern snakehead",0.26558530733223,0.650460214019735
"Influenza A virus H3N2","Channa.argus",0.196377787441019,0.0420147877771627,0.341584250395297,0.0131051985297835,"Northern snakehead",0,0.413521775644136
"Bamboo rat coronavirus","Channa.argus",0.0575850505003657,-0.0989490341358029,0.21133804679998,0.470916163004226,"Northern snakehead",-0.0784972020214688,0.234405405493922
"Raccoon dog amdovirus","Channa.argus",-0.183288748583398,-0.329534861270643,-0.0284532650499377,0.0207460611400379,"Northern snakehead",-0.241660469210551,-0.136685451481298
"Civet kobuvirus","Channa.argus",-0.0942492125879862,-0.246283534182133,0.0623120917021551,0.2373276431756,"Northern snakehead",-0.128549611231591,-0.0613755468468049
"SARS-CoV-2","Hystrix.brachyura",0.00522194256644954,-0.150547628806997,0.160738506549872,0.947913571382176,"Malayan porcupine",-0.0822494651403304,0.113114363387135
"Influenza A virus H3N2","Hystrix.brachyura",-0.0198523399528803,-0.174958932773227,0.136215770661365,0.803842096602209,"Malayan porcupine",-0.0377883725991083,0
"Bamboo rat coronavirus","Hystrix.brachyura",0.198775416578436,0.0445051449317227,0.34378627749724,0.0120116161098036,"Malayan porcupine",-0.0153092339869894,0.387123870138495
"Raccoon dog amdovirus","Hystrix.brachyura",0.267751568973742,0.116979453323674,0.406459659429725,0.000644651404288992,"Malayan porcupine",0.0788390137641686,0.457341271955134
"Civet kobuvirus","Hystrix.brachyura",0.129871585510922,-0.0263074054783879,0.279861629747916,0.102760625553014,"Malayan porcupine",-0.0719634456994496,0.407147574792501
"SARS-CoV-2","Capra.hircus",0.262828300302586,0.111752726607897,0.402029105249685,0.000816815944037349,"Goat",0.054776973676883,0.473676399429745
"Influenza A virus H3N2","Capra.hircus",-0.0235274070539848,-0.178520877174028,0.13260539979086,0.768475735647859,"Goat",-0.0451882727746495,0
"Bamboo rat coronavirus","Capra.hircus",0.100775570118238,-0.0557460399909065,0.252462790271775,0.206256773995846,"Goat",-0.0809185096220727,0.302310269205366
"Raccoon dog amdovirus","Capra.hircus",-0.0722438521212129,-0.22535702207917,0.0843518560288764,0.365488793065605,"Goat",-0.16520232901454,0.061200340889542
"Civet kobuvirus","Capra.hircus",-0.0848104941685949,-0.237324892114408,0.0717843049020529,0.287828208412979,"Goat",-0.120252472368579,-0.0552409019520139
"SARS-CoV-2","Accipiter.gularis",-0.125463781196148,-0.275726577644583,0.0307845921632232,0.115074525871266,"Japanese sparrowhawk",-0.182972825736726,-0.0549274755012573
"Influenza A virus H3N2","Accipiter.gularis",-0.0278939257920611,-0.182747715325963,0.128310357109083,0.727072993641072,"Japanese sparrowhawk",-0.052015997122194,0
"Bamboo rat coronavirus","Accipiter.gularis",0.025280734875289,-0.130881476636801,0.180218805407268,0.751764735456404,"Japanese sparrowhawk",-0.107124239099934,0.173256009405874
"Raccoon dog amdovirus","Accipiter.gularis",0.492995571828915,0.365385639587812,0.602417265119356,4.06762933655284e-11,"Japanese sparrowhawk",0.30531323819754,0.645978107805846
"Civet kobuvirus","Accipiter.gularis",0.224841408720127,0.0717035319073516,0.367623295887912,0.00438088187271614,"Japanese sparrowhawk",0.00710751731731002,0.468315860434052
"SARS-CoV-2","Uranoscopus.tosae",0.15548728454336,-0.000163890961585004,0.303782601769395,0.0503392636932487,"Stargazer fish",0.00506944219707862,0.331330309670681
"Influenza A virus H3N2","Uranoscopus.tosae",0.0955136490722887,-0.0610410223446587,0.247481688308816,0.231065529954323,"Stargazer fish",0,0.186441397548737
"Bamboo rat coronavirus","Uranoscopus.tosae",-0.115107490605198,-0.265989194873835,0.0412792848054978,0.1485126869539,"Stargazer fish",-0.20962998582119,0.00349507026657395
"Raccoon dog amdovirus","Uranoscopus.tosae",-0.0718481574627906,-0.224979429487195,0.0847467718906368,0.368127543115137,"Stargazer fish",-0.206746704922497,0.0860726544856635
"Civet kobuvirus","Uranoscopus.tosae",-0.0612733638843272,-0.214871339042674,0.0952825576976024,0.442931216384601,"Stargazer fish",-0.146062605938927,0.0654763388751359
"SARS-CoV-2","Erinaceus.amurensis",-0.141945597990121,-0.291160080487324,0.0140111659641477,0.074295084194148,"Amur hedgehog",-0.214525510737597,-0.0518774647793951
"Influenza A virus H3N2","Erinaceus.amurensis",-0.0418731023576828,-0.19624132213243,0.114520486222222,0.600234278791619,"Amur hedgehog",-0.0772174278730402,0
"Bamboo rat coronavirus","Erinaceus.amurensis",0.00366692258897072,-0.152067078281565,0.159223255663406,0.96341110912399,"Amur hedgehog",-0.139951768346411,0.171701682270568
"Raccoon dog amdovirus","Erinaceus.amurensis",0.165321411782021,0.00992971215851371,0.312916705728385,0.0372942945898111,"Amur hedgehog",-0.00181732628317097,0.331829252754746
"Civet kobuvirus","Erinaceus.amurensis",0.0321665239505435,-0.124102018049754,0.186878103643352,0.687309968603394,"Amur hedgehog",-0.115902654182837,0.198626245113179
"SARS-CoV-2","Columba.janthina",-0.03431449438,-0.188952516591383,0.121984227075382,0.667630846117044,"Japanese wood-pigeon",-0.0637999644663392,0
"Influenza A virus H3N2","Columba.janthina",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Japanese wood-pigeon",-0.0156517715286264,0
"Bamboo rat coronavirus","Columba.janthina",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Japanese wood-pigeon",-0.0768889438101843,0
"Raccoon dog amdovirus","Columba.janthina",0.188619929605378,0.033970017863136,0.33444834874037,0.0172631817413599,"Japanese wood-pigeon",0,0.337804515442312
"Civet kobuvirus","Columba.janthina",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Japanese wood-pigeon",-0.0445504461434275,0
"SARS-CoV-2","Channa.lucius",0.0891160478332391,-0.0674669730433685,0.241414675110526,0.263965064765897,"Forest snakehead",0,0.187017774434594
"Influenza A virus H3N2","Channa.lucius",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Forest snakehead",-0.0156517715286264,0
"Bamboo rat coronavirus","Channa.lucius",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Forest snakehead",-0.0777696633794502,0
"Raccoon dog amdovirus","Channa.lucius",-0.0463936062874755,-0.200592331128473,0.110048265278589,0.561443914230276,"Forest snakehead",-0.0873751200370388,0
"Civet kobuvirus","Channa.lucius",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Forest snakehead",-0.0459752400027356,0
"SARS-CoV-2","Melogale.moschata",-0.0484833246992491,-0.202601642258682,0.10797872366797,0.543927351778876,"Chinese ferret-badger",-0.0807754387095998,0
"Influenza A virus H3N2","Melogale.moschata",-0.00894247433869037,-0.164360914273273,0.146909213514007,0.910924230738584,"Chinese ferret-badger",-0.0191660823857246,0
"Bamboo rat coronavirus","Melogale.moschata",0.196505936796719,0.0421478447923117,0.341701985482582,0.0130446149325855,"Chinese ferret-badger",0,0.340319759112634
"Raccoon dog amdovirus","Melogale.moschata",0.273959663251146,0.12358212660326,0.412037171870248,0.000475234302946644,"Chinese ferret-badger",0,0.450878037549932
"Civet kobuvirus","Melogale.moschata",-0.032235412343319,-0.186944654367233,0.12403411964412,0.686675476238566,"Chinese ferret-badger",-0.0546501971707178,0
"SARS-CoV-2","Equus.caballus",0.266424608259735,0.115569879378578,0.40526614108503,0.0006874228746072,"Horse",0,0.457108347293982
"Influenza A virus H3N2","Equus.caballus",-0.0110092519662031,-0.166371373897236,0.144886228337345,0.890453630739219,"Horse",-0.0241748140274674,0
"Bamboo rat coronavirus","Equus.caballus",0.0536260213463326,-0.102879899638092,0.207540940116735,0.501999918193931,"Horse",-0.0572801475356535,0.14860155165458
"Raccoon dog amdovirus","Equus.caballus",-0.0806999063958637,-0.23341525303026,0.0759006694505606,0.311916664513432,"Horse",-0.123232304352874,0
"Civet kobuvirus","Equus.caballus",-0.0396856354607137,-0.194133688893063,0.116682315501748,0.619425902214031,"Horse",-0.0650890978425869,0
"SARS-CoV-2","Felis.catus",-0.0530455428313991,-0.206983812758,0.103455838141716,0.506646150442209,"Domestic cat",-0.159455384768608,0.0738655007651554
"Influenza A virus H3N2","Felis.catus",-0.0366772513923983,-0.191232767784088,0.11965302238387,0.646242825067201,"Domestic cat",-0.0687165678466265,0
"Bamboo rat coronavirus","Felis.catus",-0.150494204123159,-0.299134486214156,0.00527660422251899,0.0582933633140538,"Domestic cat",-0.24883777321495,-0.0219858790519999
"Raccoon dog amdovirus","Felis.catus",0.107885010012891,-0.0485779196011796,0.25918006729012,0.175864429260238,"Domestic cat",-0.052924191702148,0.279718155067905
"Civet kobuvirus","Felis.catus",-0.0887143634196853,-0.241033349595136,0.0678700044659401,0.266132420187797,"Domestic cat",-0.156197994420541,0.00708214288158801
"SARS-CoV-2","Oryctolagus.cuniculus",-0.081953926811989,-0.234608493486127,0.0746454522648683,0.304432411371156,"Rabbit",-0.175541943814235,0.0533750509303464
"Influenza A virus H3N2","Oryctolagus.cuniculus",-0.0552309039288628,-0.209080742936936,0.101287022767566,0.489271342856343,"Rabbit",-0.101975791472555,0
"Bamboo rat coronavirus","Oryctolagus.cuniculus",0.291016857729853,0.141792265612282,0.427308708001887,0.000198038070505414,"Rabbit",0.127094664267795,0.46610594152787
"Raccoon dog amdovirus","Oryctolagus.cuniculus",0.530238644546403,0.408287467542107,0.633595141958309,6.5775248258711e-13,"Rabbit",0.393195141170756,0.642415407367635
"Civet kobuvirus","Oryctolagus.cuniculus",0.256400654919462,0.104941454185268,0.39623490318563,0.00110515583743879,"Rabbit",0.102384454567162,0.39999748318982
"SARS-CoV-2","Salmo.salar",0.378093476211759,0.236355603935268,0.504076206698977,8.94172332727803e-07,"Atlantic salmon",0.180230698868273,0.607442510217806
"Influenza A virus H3N2","Salmo.salar",0.246239528682298,0.0942027820230521,0.387052376691953,0.00175531438250658,"Atlantic salmon",0,0.466864850820567
"Bamboo rat coronavirus","Salmo.salar",0.00329585486474996,-0.152429549216159,0.15886156952431,0.967111462483294,"Atlantic salmon",-0.125467546749261,0.164571158284771
"Raccoon dog amdovirus","Salmo.salar",-0.164630124645172,-0.312275517413367,-0.00921914898869204,0.0381073105248732,"Atlantic salmon",-0.225288076100921,-0.0909895863741478
"Civet kobuvirus","Salmo.salar",-0.0919862880445725,-0.244138072557011,0.0645856198444454,0.248829197709853,"Atlantic salmon",-0.128128095063988,-0.0619824830793049
"SARS-CoV-2","Canis.lupus",-0.0842363718716589,-0.23677913283158,0.0723595547052438,0.291115825404637,"Dog",-0.204780285546251,0.059504063277947
"Influenza A virus H3N2","Canis.lupus",-0.0649562570526078,-0.218395431581954,0.0916172260885368,0.415951980515835,"Dog",-0.121237562748298,0
"Bamboo rat coronavirus","Canis.lupus",0.387033680397079,0.2462188714155,0.511846869587928,4.66470976479768e-07,"Dog",0.227313137780656,0.543021608427043
"Raccoon dog amdovirus","Canis.lupus",0.518177928772857,0.394335000054293,0.623535186654889,2.64304471485221e-12,"Dog",0.374269867868484,0.633203922104415
"Civet kobuvirus","Canis.lupus",0.216240771569569,0.0627040083173666,0.359778807328867,0.00618806046343718,"Dog",0.0614828589940001,0.356563231031948
"SARS-CoV-2","Buteo.buteo",-0.03431449438,-0.188952516591383,0.121984227075382,0.667630846117044,"Common buzzard",-0.0644617084065985,0
"Influenza A virus H3N2","Buteo.buteo",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Common buzzard",-0.0127801397579825,0
"Bamboo rat coronavirus","Buteo.buteo",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Common buzzard",-0.0754744198598478,0
"Raccoon dog amdovirus","Buteo.buteo",0.244667640583806,0.0925447036027965,0.385629375329932,0.00188243960656767,"Common buzzard",0,0.44109387789647
"Civet kobuvirus","Buteo.buteo",0.295972482286307,0.147101857172595,0.431731013280081,0.000151957874113725,"Common buzzard",0,0.56162010503628
"SARS-CoV-2","Monopterus.albus",0.283938147536279,0.134222805229129,0.420980469925725,0.000286717132398614,"Swamp eel",0.103592787822279,0.493169101187761
"Influenza A virus H3N2","Monopterus.albus",-0.0197927041837353,-0.174901099164365,0.136274322435747,0.804419497305961,"Swamp eel",-0.0384397256093637,0
"Bamboo rat coronavirus","Monopterus.albus",-0.0616867142029731,-0.215267065705809,0.0948713897828661,0.439854725019444,"Swamp eel",-0.126218049855172,0.0073665670742526
"Raccoon dog amdovirus","Monopterus.albus",-0.14508427819182,-0.294090349946115,0.0108069736402349,0.0680500520134637,"Swamp eel",-0.195805542299549,-0.0963929015030037
"Civet kobuvirus","Monopterus.albus",-0.0713478123153867,-0.224501908053599,0.0852460618448877,0.371480940270171,"Swamp eel",-0.100402128207419,-0.0450711909273226
"SARS-CoV-2","Coturnix.japonica",0.0606785215769541,-0.0958741656245106,0.214301769977644,0.447379828603168,"Japanese quail",-0.0786829196159816,0.231464652328498
"Influenza A virus H3N2","Coturnix.japonica",0.117893730910518,-0.0384591979953004,0.268611956278282,0.138867831026531,"Japanese quail",0,0.231525807644668
"Bamboo rat coronavirus","Coturnix.japonica",-0.0667994540233578,-0.2201576513618,0.0897812238550572,0.402818564392486,"Japanese quail",-0.184743172974809,0.0821437772283096
"Raccoon dog amdovirus","Coturnix.japonica",0.171263625203654,0.0160440988655451,0.318422733394403,0.0308900218104317,"Japanese quail",0.005751571571781,0.341240658705738
"Civet kobuvirus","Coturnix.japonica",-0.112201295167706,-0.263251134303089,0.0442181314048726,0.15910390400037,"Japanese quail",-0.182782670434161,-0.000367690712830525
"SARS-CoV-2","Ictalurus.punctatus",0.543353378452846,0.423524221271495,0.644494741239117,1.35988737411119e-13,"Channel catfish",0.350053078540427,0.743894475638184
"Influenza A virus H3N2","Ictalurus.punctatus",0.55406147019512,0.436015411051344,0.653363811560319,3.56547385268526e-14,"Channel catfish",0,0.796373927762944
"Bamboo rat coronavirus","Ictalurus.punctatus",-0.0331469479011452,-0.18782512405226,0.12313554584602,0.678300565087531,"Channel catfish",-0.155393604928384,0.0975353756636551
"Raccoon dog amdovirus","Ictalurus.punctatus",-0.173151744958068,-0.320170180179697,-0.0179893595849279,0.0290618069798249,"Channel catfish",-0.225585412415783,-0.1234231979794
"Civet kobuvirus","Ictalurus.punctatus",-0.0851504956658114,-0.237648051340451,0.0714435865615864,0.285892984996709,"Channel catfish",-0.119909994847518,-0.0551701621090944
"SARS-CoV-2","Muntiacus.reevesi",-0.101750363646262,-0.253384679062241,0.0547641541863225,0.201879566074081,"Reeves' muntjac",-0.170211813512312,-0.0249645196566754
"Influenza A virus H3N2","Muntiacus.reevesi",-0.0296722065200773,-0.1844674718146,0.126559504559786,0.710427563193206,"Reeves' muntjac",-0.0574949098141194,0
"Bamboo rat coronavirus","Muntiacus.reevesi",0.148193548902745,-0.00762964497232553,0.296990403455582,0.0622918822950523,"Reeves' muntjac",-0.0150561412938956,0.33835658698171
"Raccoon dog amdovirus","Muntiacus.reevesi",0.482453197160392,0.353339102316538,0.593530705554864,1.1976042133396e-10,"Reeves' muntjac",0.330317835811988,0.630848601863997
"Civet kobuvirus","Muntiacus.reevesi",0.276727072727478,0.126529726200853,0.414520154129084,0.000413873132049302,"Reeves' muntjac",0.0555757413119976,0.497217240339505
"SARS-CoV-2","Polyodon.spathula",0.17530692903135,0.0202112034681453,0.322163571927228,0.0270885084570302,"Mississippi paddlefish",0,0.315289187470913
"Influenza A virus H3N2","Polyodon.spathula",-0.0085773035494604,-0.164005559809216,0.147266511309129,0.914547587913307,"Mississippi paddlefish",-0.0185861179594578,0
"Bamboo rat coronavirus","Polyodon.spathula",0.0148577188764819,-0.141115829448934,0.170111534478106,0.852538284222665,"Mississippi paddlefish",-0.063496208162035,0.190343308183307
"Raccoon dog amdovirus","Polyodon.spathula",-0.0628732629333294,-0.216402744462296,0.0936908089647952,0.431091244837913,"Mississippi paddlefish",-0.103097655217201,0
"Civet kobuvirus","Polyodon.spathula",-0.0309190617986343,-0.185672727324185,0.125331299934001,0.698837002472702,"Mississippi paddlefish",-0.0546953633662651,0
"SARS-CoV-2","Hemiechinus.auritus",-0.0485680656710358,-0.202683095233994,0.107894772273484,0.543222751544737,"Long-eared hedgehog",-0.0797857343885288,0
"Influenza A virus H3N2","Hemiechinus.auritus",-0.00895810433045227,-0.164376123207745,0.146893919593404,0.91076918467982,"Long-eared hedgehog",-0.0202891211915728,0
"Bamboo rat coronavirus","Hemiechinus.auritus",-0.0575937409265779,-0.211346376690096,0.0989404001544275,0.470849108734864,"Long-eared hedgehog",-0.0962604525139559,0
"Raccoon dog amdovirus","Hemiechinus.auritus",-0.0656646049314828,-0.219072778019075,0.0909117690939832,0.410875396800826,"Long-eared hedgehog",-0.10716036690148,0
"Civet kobuvirus","Hemiechinus.auritus",-0.0322917546050113,-0.186999083646656,0.123978585982669,0.686156701729496,"Long-eared hedgehog",-0.0569777742097929,0
"SARS-CoV-2","Bubalus.carabanensis",0.171462350946027,0.0162487834165335,0.318606700326486,0.0306931065753057,"Carabao",-0.0315304527849109,0.41264637442313
"Influenza A virus H3N2","Bubalus.carabanensis",0.527203179195613,0.404770508406095,0.631066519041512,9.38301693016758e-13,"Carabao",0,1
"Bamboo rat coronavirus","Bubalus.carabanensis",-0.00406219124972537,-0.159608484948729,0.151680921006976,0.959470279954658,"Carabao",-0.0762950614747014,0.102853329602944
"Raccoon dog amdovirus","Bubalus.carabanensis",-0.0908361598082185,-0.243047073490145,0.0657405146937833,0.254820467752175,"Carabao",-0.136131317133021,-0.0425548194037341
"Civet kobuvirus","Bubalus.carabanensis",-0.0446703210176817,-0.19893437708576,0.111753891801245,0.576089250594228,"Carabao",-0.0716361515986849,-0.0164247215785055
"SARS-CoV-2","Bos.taurus",0.526071804504893,0.403460597951342,0.630123489021654,1.07017277039098e-12,"Cattle",0.336540174504266,0.729952475954596
"Influenza A virus H3N2","Bos.taurus",0.315066639651588,0.167640388261577,0.448709475717359,5.23224702560098e-05,"Cattle",0,0.527486095937121
"Bamboo rat coronavirus","Bos.taurus",-0.0643591123130206,-0.217824306508638,0.0922118117169654,0.420259945898166,"Cattle",-0.167254158561402,0.0703804907911717
"Raccoon dog amdovirus","Bos.taurus",-0.186500416429432,-0.33249584659878,-0.0317755978896263,0.0185818134783263,"Cattle",-0.277903044253437,-0.0792625117905414
"Civet kobuvirus","Bos.taurus",-0.0951711071385538,-0.247157148480067,0.0613854113078833,0.232750366781054,"Cattle",-0.155396375054244,0.011432613534868
"SARS-CoV-2","Lates.calcarifer",0.21790785271314,0.0644464579047958,0.361300909557437,0.00579303436166348,"Barramundi perch",0,0.413856561174489
"Influenza A virus H3N2","Lates.calcarifer",1,1,1,0,"Barramundi perch",0,1
"Bamboo rat coronavirus","Lates.calcarifer",0.0316635144511185,-0.124597754507561,0.186392120299061,0.691949495111479,"Barramundi perch",0,0.0752051434626256
"Raccoon dog amdovirus","Lates.calcarifer",-0.0463936062874755,-0.200592331128473,0.110048265278589,0.561443914230276,"Barramundi perch",-0.0864928517746089,0
"Civet kobuvirus","Lates.calcarifer",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Barramundi perch",-0.0428548576012844,0
"SARS-CoV-2","Cygnus.columbianus",0.0282528135460906,-0.127957083244079,0.18309486822005,0.723703070467081,"Tundra swan",-0.0731137565199859,0.210473426197513
"Influenza A virus H3N2","Cygnus.columbianus",-0.0109719604983932,-0.166335110030737,0.144922741195169,0.890822389142083,"Tundra swan",-0.0222069654859571,0
"Bamboo rat coronavirus","Cygnus.columbianus",-0.0228896059292096,-0.177902999482415,0.133232270270535,0.774581617776483,"Tundra swan",-0.0824080501613455,0.0563757537663222
"Raccoon dog amdovirus","Cygnus.columbianus",0.221730238780912,0.0684451889664084,0.364787996638397,0.00497106106915533,"Tundra swan",-0.0650275122494506,0.431825920488231
"Civet kobuvirus","Cygnus.columbianus",0.12483255515072,-0.0314252413773934,0.27513395588699,0.116928322805575,"Tundra swan",-0.0485800069882093,0.390396809564178
"SARS-CoV-2","Podiceps.cristatus",-0.0473540060521261,-0.201515938177563,0.109097306861566,0.553360107964669,"Great crested grebe",-0.0811430039016715,0
"Influenza A virus H3N2","Podiceps.cristatus",-0.00873417791750336,-0.164158222107238,0.147113024097718,0.912990803549263,"Great crested grebe",-0.0188237560897911,0
"Bamboo rat coronavirus","Podiceps.cristatus",-0.0128048913816127,-0.168117035615557,0.143127577561345,0.872726586322263,"Great crested grebe",-0.0694525905483268,0.0726454779365942
"Raccoon dog amdovirus","Podiceps.cristatus",0.208593117004134,0.0547225824613344,0.352786431484685,0.0083250074001306,"Great crested grebe",0,0.345550258538148
"Civet kobuvirus","Podiceps.cristatus",-0.0314845551675203,-0.186219200268902,0.124774107395737,0.69360290912888,"Great crested grebe",-0.0551355874133526,0
"SARS-CoV-2","Vulpes.vulpes",-0.109925733824407,-0.261105523124162,0.046517370498001,0.167784422772939,"Red fox",-0.147974002632478,-0.0695668631411918
"Influenza A virus H3N2","Vulpes.vulpes",-0.020275178321294,-0.175368962500798,0.135800586918382,0.799751181894827,"Red fox",-0.0389324123832316,0
"Bamboo rat coronavirus","Vulpes.vulpes",0.00283516135879692,-0.152879511222377,0.158412465474666,0.971706547395537,"Red fox",-0.134188579743771,0.178070466057706
"Raccoon dog amdovirus","Vulpes.vulpes",0.55640934763867,0.438760347489173,0.655304824706596,2.64148701582204e-14,"Red fox",0.356281819684084,0.695072478059783
"Civet kobuvirus","Vulpes.vulpes",0.11783578147346,-0.0385178767592463,0.268557429693687,0.139063441227066,"Red fox",-0.0556234797482582,0.38202937886794
"SARS-CoV-2","Plectropomus.leopardus",0.0468951533007486,-0.109551684523877,0.201074698177998,0.557215276529384,"Leopard coralgrouper",0,0.108864785168018
"Influenza A virus H3N2","Plectropomus.leopardus",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Leopard coralgrouper",-0.0156517715286264,0
"Bamboo rat coronavirus","Plectropomus.leopardus",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Leopard coralgrouper",-0.0751591371404634,0
"Raccoon dog amdovirus","Plectropomus.leopardus",-0.0463936062874755,-0.200592331128473,0.110048265278589,0.561443914230276,"Leopard coralgrouper",-0.0874093657063863,0
"Civet kobuvirus","Plectropomus.leopardus",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Leopard coralgrouper",-0.0446285336964433,0
"SARS-CoV-2","Hemibarbus.barbus",0.182051209899823,0.0271739966689885,0.328393148704661,0.0216362978474481,"Barbel steed",0,0.345394780152004
"Influenza A virus H3N2","Hemibarbus.barbus",-0.00858223366223194,-0.164010357661986,0.147261687759235,0.91449865765947,"Barbel steed",-0.0193460408326989,0
"Bamboo rat coronavirus","Hemibarbus.barbus",0.0769320978945983,-0.0796690901626552,0.22982729382136,0.335120094514046,"Barbel steed",-0.0672802055134877,0.184522587578183
"Raccoon dog amdovirus","Hemibarbus.barbus",-0.0629094015956478,-0.216437327261275,0.0936548451563711,0.430825919339833,"Barbel steed",-0.106335032890091,0
"Civet kobuvirus","Hemibarbus.barbus",-0.0309368336380683,-0.185689902863178,0.125313790465992,0.698672292335633,"Barbel steed",-0.0535875039980154,0
"SARS-CoV-2","Coilia.nasus",0.420575684904194,0.283485866402018,0.540820040004534,3.39819355698393e-08,"Japanese grenadier anchovy",0,0.657005309269156
"Influenza A virus H3N2","Coilia.nasus",0.491663623769467,0.363861289443334,0.601296011709627,4.67173341259427e-11,"Japanese grenadier anchovy",0,1
"Bamboo rat coronavirus","Coilia.nasus",-0.0344130494072082,-0.189047663487104,0.121887022607829,0.666733193829484,"Japanese grenadier anchovy",-0.0917324409553724,0.0471334235614495
"Raccoon dog amdovirus","Coilia.nasus",-0.0804394164139204,-0.233167330790827,0.0761613457870972,0.313486262273053,"Japanese grenadier anchovy",-0.124493045411279,0
"Civet kobuvirus","Coilia.nasus",-0.0395575348107098,-0.194010219184747,0.116808868872012,0.620557962916917,"Japanese grenadier anchovy",-0.0640897471947307,0
"SARS-CoV-2","Reinhardtius.hippoglossoides",0.171306815104744,0.0160885827131393,0.318462716643985,0.0308471342831067,"Greenland flounder",0,0.339394215447192
"Influenza A virus H3N2","Reinhardtius.hippoglossoides",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Greenland flounder",-0.0156517715286264,0
"Bamboo rat coronavirus","Reinhardtius.hippoglossoides",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Greenland flounder",-0.0769197862008895,0
"Raccoon dog amdovirus","Reinhardtius.hippoglossoides",-0.0463936062874755,-0.200592331128473,0.110048265278589,0.561443914230276,"Greenland flounder",-0.0879960407872665,0
"Civet kobuvirus","Reinhardtius.hippoglossoides",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Greenland flounder",-0.0428091732914883,0
"SARS-CoV-2","Naja.atra",-0.125669776615964,-0.275919950154762,0.0305754937821476,0.114474535185323,"Chinese cobra",-0.207232201852915,-0.03223448041251
