"virus","animal","cors","corsCI1","corsCI2","pval","commonName"
"Human papillomavirus type 41","Harpadon.nehereus",-0.0607981544135689,-0.259165491549144,0.142490855816031,0.558356683016882,"Bombay duck fish"
"Influenza A virus H3N2","Harpadon.nehereus",-0.0238681715264313,-0.224332037222264,0.178533664744117,0.818409497213427,"Bombay duck fish"
"Influenza A virus H5N1","Harpadon.nehereus",-0.0238681715264313,-0.224332037222264,0.178533664744117,0.818409497213427,"Bombay duck fish"
"Influenza A virus H7N9, segment 1","Harpadon.nehereus",-0.0412890000836604,-0.240827954710796,0.161598752094272,0.691162953821361,"Bombay duck fish"
"Influenza A virus H7N9, segment 2","Harpadon.nehereus",-0.033319646675899,-0.23329599103453,0.16936067481079,0.748551798714412,"Bombay duck fish"
"Influenza A virus H7N9, segment 3","Harpadon.nehereus",-0.0238681715264313,-0.224332037222264,0.178533664744117,0.818409497213427,"Bombay duck fish"
"Influenza A virus H7N9, segment 5","Harpadon.nehereus",-0.0338775024110491,-0.233824011647725,0.16881815642911,0.744485342189863,"Bombay duck fish"
"Influenza A virus H9N2 (HA)","Harpadon.nehereus",-0.0238681715264313,-0.224332037222264,0.178533664744117,0.818409497213427,"Bombay duck fish"
"Influenza A virus H9N2 segment 5","Harpadon.nehereus",-0.0238681715264313,-0.224332037222264,0.178533664744117,0.818409497213428,"Bombay duck fish"
"Parvovirus NIH-CQV","Harpadon.nehereus",0.293887054223177,0.0981580343567038,0.467726224756302,0.0038443492053931,"Bombay duck fish"
"Bamboo rat circovirus","Harpadon.nehereus",-0.0530814650328313,-0.251929282345401,0.150066987999795,0.609431301002102,"Bombay duck fish"
"Bamboo rat coronavirus","Harpadon.nehereus",-0.076208298177996,-0.273549785432231,0.127289784052748,0.462935443592509,"Bombay duck fish"
"Betacoronavirus HKU24","Harpadon.nehereus",-0.0238681715264313,-0.224332037222264,0.178533664744117,0.818409497213427,"Bombay duck fish"
"Cadicivirus B","Harpadon.nehereus",-0.0723460961129474,-0.269952959252029,0.131108585138018,0.485977148076005,"Bombay duck fish"
"Canine coronavirus HeB-G1","Harpadon.nehereus",-0.0299003780632362,-0.230057012385086,0.172683254526425,0.773623017288142,"Bombay duck fish"
"Canine coronavirus SD-F3","Harpadon.nehereus",-0.066937359784165,-0.264906576274809,0.136446412245338,0.51924402212372,"Bombay duck fish"
"Canine kobuvirus JX-MO1","Harpadon.nehereus",-0.166619096763211,-0.356200563056905,0.0361374381006382,0.10656958223248,"Bombay duck fish"
"Canine kobuvirus SMCD-59","Harpadon.nehereus",-0.17616434986077,-0.364756779164446,0.0263128878085005,0.0876938994575688,"Bombay duck fish"
"Canine parvovirus","Harpadon.nehereus",-0.213613099538446,-0.398020440132233,-0.0126131155724529,0.0376599878878013,"Bombay duck fish"
"Civet astrovirus","Harpadon.nehereus",-0.0456235083255471,-0.244914501896117,0.157366498890323,0.660643522985628,"Bombay duck fish"
"Civet kobuvirus","Harpadon.nehereus",-0.0826247395974484,-0.279513170405524,0.120932081111712,0.426015973282003,"Bombay duck fish"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Harpadon.nehereus",-0.043206584264554,-0.2426367140944,0.159727325547086,0.677596633620459,"Bombay duck fish"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Harpadon.nehereus",-0.0495618371997069,-0.248621404027803,0.153514602533951,0.633385374854549,"Bombay duck fish"
"European hedgehog papillomavirus","Harpadon.nehereus",-0.10596598598192,-0.301078939047277,0.0976627756247969,0.306763498994298,"Bombay duck fish"
"Hedgehog bocavirus","Harpadon.nehereus",-0.143112852096806,-0.334993508837315,0.0601655327731188,0.166493571985446,"Bombay duck fish"
"Hedgehog chapparvovirus 6","Harpadon.nehereus",-0.0926757272693756,-0.288824036784407,0.110939421982038,0.371719199249885,"Bombay duck fish"
"Hedgehog dicipivirus 2","Harpadon.nehereus",-0.074262228433903,-0.271738121725362,0.129214739482822,0.474470002140233,"Bombay duck fish"
"Lucheng Rn rat coronavirus","Harpadon.nehereus",-0.03363944940302,-0.23359870456519,0.169049679572939,0.74621976593878,"Bombay duck fish"
"Lupine bocavirus isolate South Douro","Harpadon.nehereus",0.00983616790585297,-0.192087635379963,0.210960963275053,0.924629201746385,"Bombay duck fish"
"Marmot kobuvirus","Harpadon.nehereus",-0.0886907333181243,-0.285136918413209,0.114906221729658,0.392721380564244,"Bombay duck fish"
"Myocastor coypus polyomavirus 1","Harpadon.nehereus",-0.0635850956348722,-0.261773441272567,0.139748810399479,0.540427682404319,"Bombay duck fish"
"Raccoon dog amdovirus","Harpadon.nehereus",-0.186930824106732,-0.374369605515678,0.0151842428463649,0.0696960655192216,"Bombay duck fish"
"Rodent papillomavirus","Harpadon.nehereus",-0.0738882656653922,-0.271389826441231,0.129584469282247,0.476704169260397,"Bombay duck fish"
"Skunk adenovirus PB1","Harpadon.nehereus",-0.178687816429348,-0.367013464521448,0.0237090301803669,0.0831756225935347,"Bombay duck fish"
"SARS-CoV-2","Harpadon.nehereus",0.262541928686662,0.064406916738619,0.440762645654765,0.0101603631542295,"Bombay duck fish"
"Human adenovirus type 1","Channa.argus",NA,NA,NA,NA,"Northern snakehead"
"Human astrovirus","Channa.argus",NA,NA,NA,NA,"Northern snakehead"
"Human herpesvirus 1","Channa.argus",-0.089925250723466,-0.286279778400437,0.113678034525826,0.386140691155174,"Northern snakehead"
"Human herpesvirus 4","Channa.argus",0.0890811090656594,-0.114517914983654,0.285498370899991,0.390633259223495,"Northern snakehead"
"Human orthopneumovirus B","Channa.argus",0.193515373380096,-0.00835343105541097,0.380228820980633,0.0602461144988399,"Northern snakehead"
"Human papillomavirus 1","Channa.argus",0.17865272491356,-0.0237452584581134,0.366982098076606,0.0832371566346782,"Northern snakehead"
"Human papillomavirus type 41","Channa.argus",-0.0996120617120367,-0.295228036543444,0.104019247270411,0.33683546893609,"Northern snakehead"
"Influenza A virus H3N2","Channa.argus",0.193515373380096,-0.00835343105541097,0.380228820980633,0.0602461144988399,"Northern snakehead"
"Influenza A virus H5N1","Channa.argus",-0.0391057557252713,-0.238766922903677,0.163727669194599,0.706728145161765,"Northern snakehead"
"Influenza A virus H7N9, segment 1","Channa.argus",-0.0676481459681275,-0.265570363454633,0.13574561791621,0.514807240393303,"Northern snakehead"
"Influenza A virus H7N9, segment 2","Channa.argus",-0.0545911094327917,-0.253346680318106,0.148586716095204,0.599279798123718,"Northern snakehead"
"Influenza A virus H7N9, segment 3","Channa.argus",-0.0391057557252713,-0.238766922903677,0.163727669194599,0.706728145161765,"Northern snakehead"
"Influenza A virus H7N9, segment 5","Channa.argus",-0.0555051036231118,-0.25420441059338,0.147690062370393,0.593170577639806,"Northern snakehead"
"Influenza A virus H9N2 (HA)","Channa.argus",-0.0391057557252713,-0.238766922903677,0.163727669194599,0.706728145161765,"Northern snakehead"
"Influenza A virus H9N2 segment 5","Channa.argus",-0.0391057557252713,-0.238766922903677,0.163727669194599,0.706728145161765,"Northern snakehead"
"Parvovirus NIH-CQV","Channa.argus",0.248062237641608,0.0489673646073783,0.428197424490887,0.0153583303363204,"Northern snakehead"
"Bamboo rat circovirus","Channa.argus",-0.0869689914376025,-0.28354207488379,0.116618096296399,0.402010108721029,"Northern snakehead"
"Bamboo rat coronavirus","Channa.argus",-0.00605446192406041,-0.207344459741744,0.195727378039924,0.953564700157209,"Northern snakehead"
"Betacoronavirus HKU24","Channa.argus",-0.0391057557252713,-0.238766922903677,0.163727669194599,0.706728145161765,"Northern snakehead"
"Cadicivirus B","Channa.argus",-0.118532278818969,-0.312607299714342,0.085042334095864,0.252601256897281,"Northern snakehead"
"Canine coronavirus HeB-G1","Channa.argus",-0.100099602546808,-0.295677500485698,0.103532099511742,0.334464087014491,"Northern snakehead"
"Canine coronavirus SD-F3","Channa.argus",-0.10967057270036,-0.304483478448323,0.093949020837331,0.290064170322366,"Northern snakehead"
"Canine kobuvirus JX-MO1","Channa.argus",-0.27298972985727,-0.449785889771314,-0.0756065318872804,0.00743749810689723,"Northern snakehead"
"Canine kobuvirus SMCD-59","Channa.argus",-0.288628729918741,-0.463225404328609,-0.0924644841911485,0.00455971433798211,"Northern snakehead"
"Canine parvovirus","Channa.argus",-0.354952562386402,-0.519342722084557,-0.165229799236276,0.000416328499716951,"Northern snakehead"
"Civet astrovirus","Channa.argus",-0.0747498303308652,-0.272192178662678,0.128732571871564,0.471565439219126,"Northern snakehead"
"Civet kobuvirus","Channa.argus",-0.135372870099575,-0.327967782452282,0.0680261242917106,0.190868403654993,"Northern snakehead"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Channa.argus",-0.0707899274186936,-0.268502156151377,0.132645561980764,0.495430724424903,"Northern snakehead"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Channa.argus",-0.0812024120356733,-0.278192580617271,0.122342830270083,0.434050800993791,"Northern snakehead"
"European hedgehog papillomavirus","Channa.argus",-0.173615308504366,-0.362474971122031,0.0289403484923068,0.0924535415036275,"Northern snakehead"
"Hedgehog bocavirus","Channa.argus",-0.234476957275385,-0.416344683722129,-0.0345675142236868,0.0221883461397706,"Northern snakehead"
"Hedgehog chapparvovirus 6","Channa.argus",-0.151840468728186,-0.342890217100732,0.0512715702564966,0.14186061920908,"Northern snakehead"
"Hedgehog dicipivirus 2","Channa.argus",-0.121671681533483,-0.315478500280729,0.0818791724720721,0.240163077847664,"Northern snakehead"
"Lucheng Rn rat coronavirus","Channa.argus",-0.0551150761435731,-0.253838430764207,0.148072731037085,0.595774124128247,"Northern snakehead"
"Lupine bocavirus isolate South Douro","Channa.argus",-0.104853571112516,-0.300055650554777,0.0987768374712537,0.311897900227749,"Northern snakehead"
"Marmot kobuvirus","Channa.argus",-0.120698020956098,-0.31458839990404,0.0828606405705385,0.243974381847591,"Northern snakehead"
"Myocastor coypus polyomavirus 1","Channa.argus",-0.104178202964218,-0.299434173473647,0.0994529565981825,0.315042120349218,"Northern snakehead"
"Raccoon dog amdovirus","Channa.argus",-0.306268586051781,-0.478288610447552,-0.111615169913479,0.00254022330172789,"Northern snakehead"
"Rodent papillomavirus","Channa.argus",-0.121058978685277,-0.314918419777353,0.0824968344731594,0.242556601185784,"Northern snakehead"
"Skunk adenovirus PB1","Channa.argus",-0.292763192715876,-0.466765021444885,-0.0969400744624927,0.00398820879871168,"Northern snakehead"
"SARS-CoV-2","Channa.argus",0.419419866245438,0.23799483445827,0.572563432712433,2.32986737645755e-05,"Northern snakehead"
"Human adenovirus type 1","Hystrix.brachyura",NA,NA,NA,NA,"Malayan porcupine"
"Human astrovirus","Hystrix.brachyura",NA,NA,NA,NA,"Malayan porcupine"
"Human herpesvirus 1","Hystrix.brachyura",0.00512169443354412,-0.196624276015028,0.206451593163542,0.960712444532914,"Malayan porcupine"
"Human herpesvirus 4","Hystrix.brachyura",-0.0631256999431669,-0.261343749430447,0.140201020289809,0.543363471076093,"Malayan porcupine"
"Human orthopneumovirus B","Hystrix.brachyura",-0.0337770771522551,-0.233728966015283,0.168915829721192,0.745216872893702,"Malayan porcupine"
"Human papillomavirus 1","Hystrix.brachyura",-0.0337770771522551,-0.233728966015283,0.168915829721192,0.745216872893702,"Malayan porcupine"
"Human papillomavirus type 41","Hystrix.brachyura",-0.0407331271807864,-0.240303368891846,0.162140972060188,0.69511412668185,"Malayan porcupine"
"Influenza A virus H3N2","Hystrix.brachyura",-0.0337770771522551,-0.233728966015283,0.168915829721192,0.745216872893702,"Malayan porcupine"
"Influenza A virus H5N1","Hystrix.brachyura",-0.0337770771522551,-0.233728966015283,0.168915829721192,0.745216872893702,"Malayan porcupine"
"Influenza A virus H7N9, segment 1","Hystrix.brachyura",0.015010343338912,-0.187098679821843,0.215900202301234,0.885205103994675,"Malayan porcupine"
"Influenza A virus H7N9, segment 2","Hystrix.brachyura",-0.0471523457593482,-0.246354192974316,0.155871947182,0.650006863323614,"Malayan porcupine"
"Influenza A virus H7N9, segment 3","Hystrix.brachyura",-0.0337770771522551,-0.233728966015283,0.168915829721192,0.745216872893702,"Malayan porcupine"
"Influenza A virus H7N9, segment 5","Hystrix.brachyura",-0.0479417961026695,-0.247097266521859,0.155099836956294,0.644541554379519,"Malayan porcupine"
"Influenza A virus H9N2 (HA)","Hystrix.brachyura",-0.0337770771522551,-0.233728966015283,0.168915829721192,0.745216872893702,"Malayan porcupine"
"Influenza A virus H9N2 segment 5","Hystrix.brachyura",-0.0337770771522551,-0.233728966015283,0.168915829721192,0.745216872893702,"Malayan porcupine"
"Parvovirus NIH-CQV","Hystrix.brachyura",-0.0963626773835395,-0.292230215656882,0.107263518071635,0.352911028380931,"Malayan porcupine"
"Bamboo rat circovirus","Hystrix.brachyura",-0.0169473288512552,-0.217746596848197,0.185228346653857,0.870512847536158,"Malayan porcupine"
"Bamboo rat coronavirus","Hystrix.brachyura",0.264080792008264,0.0660533868062099,0.442093950800511,0.00971122311850072,"Malayan porcupine"
"Betacoronavirus HKU24","Hystrix.brachyura",0.252031800268437,0.05319062449472,0.431649085129455,0.0137436340531225,"Malayan porcupine"
"Cadicivirus B","Hystrix.brachyura",0.186916131734268,-0.0151994636486571,0.374356514852607,0.0697184176772491,"Malayan porcupine"
"Canine coronavirus HeB-G1","Hystrix.brachyura",0.248870790289551,0.049827015393567,0.428900913182982,0.0150167238210569,"Malayan porcupine"
"Canine coronavirus SD-F3","Hystrix.brachyura",0.116169043848055,-0.0874207499465578,0.310443616015315,0.262250831920609,"Malayan porcupine"
"Canine kobuvirus JX-MO1","Hystrix.brachyura",0.218486983058198,0.0177244647447042,0.402314272452344,0.0334095138790886,"Malayan porcupine"
"Canine kobuvirus SMCD-59","Hystrix.brachyura",0.229694968346178,0.0295184725604049,0.412157783874727,0.0251441391768569,"Malayan porcupine"
"Canine parvovirus","Hystrix.brachyura",0.210855172249649,0.00972546258311187,0.395587154739958,0.0402595231250754,"Malayan porcupine"
"Civet astrovirus","Hystrix.brachyura",-0.0645641732112592,-0.262688951048313,0.138784764321477,0.534196998382432,"Malayan porcupine"
"Civet kobuvirus","Hystrix.brachyura",0.120841623630277,-0.0827159112060919,0.314719699940609,0.243409650621875,"Malayan porcupine"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Hystrix.brachyura",0.119751998955328,-0.0838138703916583,0.313723239425289,0.247717328720954,"Malayan porcupine"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Hystrix.brachyura",0.113205849253047,-0.0903997032383435,0.307727785776463,0.274699985798026,"Malayan porcupine"
"European hedgehog papillomavirus","Hystrix.brachyura",-0.0725441120351322,-0.270137503518832,0.130912941128407,0.484781143859155,"Malayan porcupine"
"Hedgehog bocavirus","Hystrix.brachyura",0.156758865000409,-0.0462451963576044,0.347328495711207,0.129250152724918,"Malayan porcupine"
"Hedgehog chapparvovirus 6","Hystrix.brachyura",-0.0391649878582251,-0.238822863119422,0.163669935899757,0.706304225375073,"Malayan porcupine"
"Hedgehog dicipivirus 2","Hystrix.brachyura",0.0198168957900384,-0.18245482757457,0.220479317601509,0.848828862629707,"Malayan porcupine"
"Lucheng Rn rat coronavirus","Hystrix.brachyura",-0.0476049150470922,-0.246780204420023,0.15542934883127,0.646871468786755,"Malayan porcupine"
"Lupine bocavirus isolate South Douro","Hystrix.brachyura",0.200695807761063,-0.000882911660916036,0.386601243918844,0.0511599667101729,"Malayan porcupine"
"Marmot kobuvirus","Hystrix.brachyura",0.377458250204301,0.190399725715594,0.538068217304717,0.000162730452905728,"Malayan porcupine"
