"Lab.code","Run","Sample_category","mtResults","Gallus.gallus","Anas.poecilorhyncha","Homo.sapiens","Columba.livia","Nyctereutes.procyonoides","Phasianus.colchicus","Canis.lupus","Ptyas.mucosa","Oryctolagus.cuniculus","Sus.scrofa","Ovis.orientalis","Rhizomys.pruinosus","Ctenopharyngodon.idella","Erinaceus.amurensis","Streptopelia.orientalis","Coturnix.japonica","Micropterus.punctulatus","Siniperca.knerii","Bos.taurus","Rattus.tanezumi","Tachysurus.fulvidraco","Felis.catus","Gallinula.chloropus","Blattella.germanica","Anser.albifrons","Naja.atra","Lepus.sinensis","Pseudorasbora.parva","Ruditapes.philippinarum","Carassius.auratus","Sinonovacula.constricta","Lepidoglyphus.destructor","Capra.hircus","Channa.argus","Mizuhopecten.yessoensis","Ictalurus.punctatus","Salmo.salar","Larimichthys.crocea","Muntiacus.reevesi","Arctonyx.collaris","Monopterus.albus","Andrias.davidianus","Marmota.himalayana","Blomia.tropicalis","Hystrix.brachyura","Ptyas.dhumnades","Penaeus.vannamei","Calliphora.chinghaiensis","Ctenocephalides.felis","Chlorocebus.sabaeus","Macrobrachium.nipponense","Silurus.meridionalis","Accipiter.gularis","Scophthalmus.maximus","Tyrophagus.putrescentiae","Uranoscopus.tosae","Myocastor.coypus","Portunus.trituberculatus","Neocaridina.denticulata","Sepia.officinalis","Liposcelis.decolor","Vulpes.vulpes","Scylla.olivacea","Harpadon.nehereus","Clogmia.albipunctata","Paramisgurnus.dabryanus","Pelodiscus.sinensis","Carpoglyphus.lactis","Strongyloides.venezuelensis","Vulpes.lagopus","Paguma.larvata","Ophichthys.cuchia","Pomacea.canaliculata","Melogale.moschata","Podiceps.cristatus","Abbottina.binhi","Luciobarbus.capito","Haliotis.discus","Lycodon.rufozonatus","Anadara.sativa","Periplaneta.americana","Blattella.bisignata","Mustela.sibirica","Liposcelis.entomophila","Haemaphysalis.flava","Hemibarbus.barbus","Macrobrachium.rosenbergii","Dermatophagoides.farinae","Epinephelus.fuscoguttatus","Epophthalmia.elegans","Alectryonella.plicatula","Pampus.echinogaster","Equus.caballus","Charybdis.japonica","Polyodon.spathula","Elopichthys.bambusa","Histiostoma.feroniarum","Micropercops.swinhonis","Pomacea.maculata","Meretrix.lusoria","Argopecten.irradians","Bubalus.carabanensis","Plodia.interpunctella","Lates.calcarifer","Trachinotus.ovatus","Botrylloides.leachii","Eriocheir.sinensis","Amphioctopus.marginatus","Aix.galericulata","Mytilus.chilensis","Buteo.buteo","Channa.gachua","Spirometra.ranarum","Mercenaria.mercenaria","Benthosema.pterotum","Rhodeus.sinensis","Oratosquilla.oratoria","Physella.acuta","Bubo.bubo","Cygnus.columbianus","Diploscapter.coronatus","Chortoglyphus.arcuatus","Toxocara.cati","Caridina.gracilipes","Bombyx.mori","Mytilus.coruscus","Alectoris.chukar","Eisenia.fetida","Bugula.neritina","Tyrophagus.longior","Bufo.tibetanus","Echinochasmus.japonicus","Coilia.nasus","Hystrix.indica","Atrina.pectinata","Eophileurus.chinensis","Elaphe.schrenckii","Scomberomorus.niphonius","Dasyhippus.barbipes","Rhinogobius.cliffordpopei","Hemiechinus.auritus","Rotaria.rotatoria","Metridium.senile","Oryzias.sinensis","Takifugu.obscurus","Trichiurus.haumela","Botaurus.stellaris","Rhizomys.sumatrensis","Jaydia.lineata","Babylonia.areolata","Metastrongylus.salmi","Galba.pervia","Accipiter.nisus","Reinhardtius.hippoglossoides","Hoplobatrachus.rugulosus","Monomorium.pharaonis","Rattus.tunneyi","Rattus.exulans","Scolopax.rusticola","Ascidiella.aspersa","Sitophilus.zeamais","Prochilodus.lineatus","Rhizomys.sinensis","Neoscona.nautica","Carpophilus.dimidiatus","Fulica.atra","Sinobdella.sinensis","Paracanthobrama.guichenoti","Lophius.litulon","Mauremys.megalocephala","Plectropomus.leopardus","Otocyon.megalotis","Columba.janthina","Periplaneta.fuliginosa","Glaucidium.cuculoides","Danio.albolineatus","Seriola.dumerili","Acanthopagrus.latus","Misgurnus.bipartitus","Parasitus.fimetorum","Vanellus.vanellus","Copsychus.saularis","Metapenaeopsis.dalei","Accipiter.virgatus","Channa.asiatica","Apis.cerana","Columba.hodgsonii","Protaetia.brevitarsis","Channa.lucius","Pseudolaubuca.sinensis","SARS2.reads","SARS2.coverage","Sample.ID","Sample_Type","Read_pairs_after_trimming","spots","bases","spots_with_mates","avgLength","download_path","LibraryName","LibraryNameFixed","LibraryStrategy","LibrarySource","LibraryLayout","Platform","Model","RunHash","ReadHash","Sampling.date"
"1-29-4","SRR23971586","market_east_drain",1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0682","market_metagenome",88729366,99509867,19901973400,99509867,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971586/SRR23971586","Env_0682","Env_0682","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","4DD8506C39AE940EC2B9F3FF6AB2DC4C","7899029A65F4A0B649461F1A7279BD76","2020-01-29"
"1-29-8","SRR23971455","market_east_drain",1,0,0,36,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0686","market_metagenome",3830937,179515416,35903083200,179515416,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971455/SRR23971455","Env_0686","Env_0686","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","298EAF2D0100B1E4F7DF4C0EC53EEBDE","54C80F41536A058C56D5D9E191563026","2020-01-29"
"10-31-abv2","SRR23971429","market_west_late",1,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0619","market_metagenome",7293329,680416198,136083239600,680416198,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971429/SRR23971429","Env_0619","Env_0619","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","22E3E3CDFAF4CE4C20396F8617EFDF8B","FA129B599820BEC19640F15544D8D877","2020-01-23"
"10-31-In2","SRR23971428","market_west_late",1,0,0,463,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0617","market_metagenome",15419504,352064248,70412849600,352064248,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971428/SRR23971428","Env_0617","Env_0617","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","CFB8CDFAD4694932D2DBFF24ED0876ED","84088D52F9072DD037F3671F23BA1656","2020-01-23"
"629-1-L1","SRR23971443","market_629_late",1,0,47,0,0,0,0,0,0,0,0,0,27,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0875","market_metagenome",125621721,126205547,25241109400,126205547,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971443/SRR23971443","Env_0875","Env_0875","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","716A77887374ED26E9ACBBFDC2B7B21F","EE0A2523900EDC44EB482285C74A7077","2020-02-29"
"629-11-L","SRR23971452","market_629_late",1,18,213,18,0,0,70,0,0,27,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0885","market_metagenome",141706660,141989961,28397992200,141989961,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971452/SRR23971452","Env_0885","Env_0885","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","0DBBE2068CDD3DC8A30856B6E815129B","3031E9504BCE1E349226855E20ECF481","2020-02-29"
"629-13-L","SRR23971489","market_629_late",1,111,396,19,154,9,1101,27,0,6,0,0,316,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0887","market_metagenome",75494601,75800744,15160148800,75800744,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971489/SRR23971489","Env_0887","Env_0887","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","C02EDA90D408FC19E3675C6144E1A55E","C2D32B0707689D1E60C3E48EB4483C3C","2020-02-29"
"629-3-C","SRR23971444","market_629_late",1,315,129,0,0,127,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0877","market_metagenome",125098899,125353466,25070693200,125353466,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971444/SRR23971444","Env_0877","Env_0877","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","1C9E825C5D6BEB4BD8E1AA3C641D4748","908C981CD5982743D540B934C1BE5EDE","2020-02-29"
"629-5-L4","SRR23971445","market_629_late",1,0,152,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0879","market_metagenome",70207376,71378702,14275740400,71378702,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971445/SRR23971445","Env_0879","Env_0879","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","A71C68036F26DE00E8A8ABB543F6A422","E407E8F0E6CC1313D98335F4443C7DE7","2020-02-29"
"629-8-L7","SRR23971447","market_629_late",1,32,17,0,27,0,28,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0882","market_metagenome",159901308,161971619,32394323800,161971619,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971447/SRR23971447","Env_0882","Env_0882","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","649957E98002EA6741BA3A4DDAD12C6F","5E1F2D56081F649A82FF7D38D4B9C7D4","2020-02-29"
"629-L-1","SRR23971500","market_629_late",1,0,35,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0889","market_metagenome",74081065,74517474,14903494800,74517474,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971500/SRR23971500","Env_0889","Env_0889","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","95CE5C9EC3463C367BCCB4206F3B9B4C","615399AB0195797E45934B3D7E6BE17B","2020-02-29"
"7-26-BX","SRR23971544","market_west_late",1,44,25,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0705","market_metagenome",74388854,158014922,31602984400,158014922,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971544/SRR23971544","Env_0705","Env_0705","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","E493BC971D4A92F1BB6CFAA54291B4B4","5AA1C1D27B9758F2F7D24A4D6B8F1CEB","2020-02-03"
"7-26-DH","SRR23971548","market_west_late",1,183,42,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0712","market_metagenome",198881855,310965098,62193019600,310965098,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971548/SRR23971548","Env_0712","Env_0712","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","97D0395C11643BA24C6F6E89CAD3F851","EBE1182BD1DDC4DB88C82157A2C9C843","2020-02-03"
"7-26-PSN","SRR23971547","market_west_late",1,199,190,0,83,7,6,74,78,61,0,0,0,0,0,0,44,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0708","market_metagenome",108475394,224304279,44860855800,224304279,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971547/SRR23971547","Env_0708","Env_0708","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","48909E132BF24732E52FDF67AC450558","764DC836C38D98E8B8CD7CBD390A5989","2020-02-03"
"7-26-PSW","SRR23971546","market_west_late",1,100,54,0,40,0,0,19,10,21,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0707","market_metagenome",70587026,227793778,45558755600,227793778,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971546/SRR23971546","Env_0707","Env_0707","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","6A6000F9DE87E21559B774688F429FB6","E71841874F9981B63FF66CF594A00335","2020-02-03"
"8-25-BX","SRR23971549","market_825_late",1,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0714","market_metagenome",3459781,536367626,107273525200,536367626,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971549/SRR23971549","Env_0714","Env_0714","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","1BA6F96C4DABB828CC2CEAFB822BAD9A","6B6CC14FE2B92A430371545241ADD32A","2020-02-03"
"8-25-CK","SRR23971551","market_825_late",1,6,3,0,0,0,0,0,57,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0716","market_metagenome",17119336,740249238,148049847600,740249238,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971551/SRR23971551","Env_0716","Env_0716","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","1FEB58A99FD83029169343F83B1A22E0","16BB2D6D6180D2A2F16DE43E0CDAAFAA","2020-02-03"
"8-25-D","SRR23971587","market_825_late",1,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0717","market_metagenome",1262502,892638930,178527786000,0,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971587/SRR23971587","Env_0717","Env_0717","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","FD5383FDD24520507CC68AF1F2EEAD10","8A4976D2541E628E8BE4AA0601DEEA6C","2020-02-03"
"8-25-D_2","SRR23971550","market_825_late",1,6,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Env_0715","market_metagenome",117586070,117686686,23537337200,117686686,200,"https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23971550/SRR23971550","Env_0715","Env_0715","RNA-Seq","METAGENOMIC","PAIRED","BGISEQ","DNBSEQ-T7","C631FA4B0EB47DB69B6DF8D33FF7BD57","978DC783274810F17FFD89690AE9E3BB","2020-02-03"
